DateRep,date,scenario,variable,mean_daily_value,zeile,type,Altersgruppe,mean_daily_value7
2022-04-18,2022-04-18,A,mean/daily_detections_35-2,53.9,22632,Testpositiv,35-59,55.1428571428572
2022-04-19,2022-04-19,A,mean/daily_detections_35-2,49.7,22633,Testpositiv,35-59,48.8857142857143
2022-04-20,2022-04-20,A,mean/daily_detections_35-2,40.7,22634,Testpositiv,35-59,43.7
2022-04-21,2022-04-21,A,mean/daily_detections_35-2,36.2,22635,Testpositiv,35-59,38.7571428571429
2022-04-22,2022-04-22,A,mean/daily_detections_35-2,30.5,22636,Testpositiv,35-59,34.2142857142857
2022-04-23,2022-04-23,A,mean/daily_detections_35-2,31.8,22637,Testpositiv,35-59,30.1285714285714
2022-04-24,2022-04-24,A,mean/daily_detections_35-2,28.5,22638,Testpositiv,35-59,27.2857142857143
2022-04-25,2022-04-25,A,mean/daily_detections_35-2,22.1,22639,Testpositiv,35-59,24.4714285714286
2022-04-26,2022-04-26,A,mean/daily_detections_35-2,21.1,22640,Testpositiv,35-59,22.3857142857143
2022-04-27,2022-04-27,A,mean/daily_detections_35-2,20.8,22641,Testpositiv,35-59,19.8
2022-04-28,2022-04-28,A,mean/daily_detections_35-2,16.5,22642,Testpositiv,35-59,17.3285714285714
2022-04-29,2022-04-29,A,mean/daily_detections_35-2,15.9,22643,Testpositiv,35-59,15.6714285714286
2022-04-30,2022-04-30,A,mean/daily_detections_35-2,13.7,22644,Testpositiv,35-59,14.0285714285714
2022-05-01,2022-05-01,A,mean/daily_detections_35-2,11.2,22645,Testpositiv,35-59,12.3142857142857
2022-05-02,2022-05-02,A,mean/daily_detections_35-2,10.5,22646,Testpositiv,35-59,11.3142857142857
2022-05-03,2022-05-03,A,mean/daily_detections_35-2,9.6,22647,Testpositiv,35-59,10.1571428571429
2022-05-04,2022-05-04,A,mean/daily_detections_35-2,8.8,22648,Testpositiv,35-59,
2022-05-05,2022-05-05,A,mean/daily_detections_35-2,9.5,22649,Testpositiv,35-59,
2022-05-06,2022-05-06,A,mean/daily_detections_35-2,7.8,22650,Testpositiv,35-59,
2021-12-04,2021-12-04,B,mean/daily_detections_35-2,0,22651,Testpositiv,35-59,
2021-12-05,2021-12-05,B,mean/daily_detections_35-2,0,22652,Testpositiv,35-59,
2021-12-06,2021-12-06,B,mean/daily_detections_35-2,0.4,22653,Testpositiv,35-59,
2021-12-07,2021-12-07,B,mean/daily_detections_35-2,0.4,22654,Testpositiv,35-59,0.514285714285714
2021-12-08,2021-12-08,B,mean/daily_detections_35-2,0.7,22655,Testpositiv,35-59,0.714285714285714
2021-12-09,2021-12-09,B,mean/daily_detections_35-2,1.4,22656,Testpositiv,35-59,0.942857142857143
2021-12-10,2021-12-10,B,mean/daily_detections_35-2,0.7,22657,Testpositiv,35-59,1.2
2021-12-11,2021-12-11,B,mean/daily_detections_35-2,1.4,22658,Testpositiv,35-59,1.44285714285714
2021-12-12,2021-12-12,B,mean/daily_detections_35-2,1.6,22659,Testpositiv,35-59,1.74285714285714
2021-12-13,2021-12-13,B,mean/daily_detections_35-2,2.2,22660,Testpositiv,35-59,1.91428571428571
2021-12-14,2021-12-14,B,mean/daily_detections_35-2,2.1,22661,Testpositiv,35-59,2.05714285714286
2021-12-15,2021-12-15,B,mean/daily_detections_35-2,2.8,22662,Testpositiv,35-59,2.41428571428571
2021-12-16,2021-12-16,B,mean/daily_detections_35-2,2.6,22663,Testpositiv,35-59,2.71428571428571
2021-12-17,2021-12-17,B,mean/daily_detections_35-2,1.7,22664,Testpositiv,35-59,3.01428571428571
2021-12-18,2021-12-18,B,mean/daily_detections_35-2,3.9,22665,Testpositiv,35-59,3.41428571428571
2021-12-19,2021-12-19,B,mean/daily_detections_35-2,3.7,22666,Testpositiv,35-59,3.65714285714286
2021-12-20,2021-12-20,B,mean/daily_detections_35-2,4.3,22667,Testpositiv,35-59,4.44285714285714
2021-12-21,2021-12-21,B,mean/daily_detections_35-2,4.9,22668,Testpositiv,35-59,5.4
2021-12-22,2021-12-22,B,mean/daily_detections_35-2,4.5,22669,Testpositiv,35-59,6.24285714285714
2021-12-23,2021-12-23,B,mean/daily_detections_35-2,8.1,22670,Testpositiv,35-59,6.95714285714286
2021-12-24,2021-12-24,B,mean/daily_detections_35-2,8.4,22671,Testpositiv,35-59,8.22857142857143
2021-12-25,2021-12-25,B,mean/daily_detections_35-2,9.8,22672,Testpositiv,35-59,9.9
2021-12-26,2021-12-26,B,mean/daily_detections_35-2,8.7,22673,Testpositiv,35-59,11.9285714285714
2021-12-27,2021-12-27,B,mean/daily_detections_35-2,13.2,22674,Testpositiv,35-59,13.3714285714286
2021-12-28,2021-12-28,B,mean/daily_detections_35-2,16.6,22675,Testpositiv,35-59,15.3
2021-12-29,2021-12-29,B,mean/daily_detections_35-2,18.7,22676,Testpositiv,35-59,17.6285714285714
2021-12-30,2021-12-30,B,mean/daily_detections_35-2,18.2,22677,Testpositiv,35-59,20.6428571428571
2021-12-31,2021-12-31,B,mean/daily_detections_35-2,21.9,22678,Testpositiv,35-59,23.4285714285714
2022-01-01,2022-01-01,B,mean/daily_detections_35-2,26.1,22679,Testpositiv,35-59,26.3857142857143
2022-01-02,2022-01-02,B,mean/daily_detections_35-2,29.8,22680,Testpositiv,35-59,30.2428571428571
2022-01-03,2022-01-03,B,mean/daily_detections_35-2,32.7,22681,Testpositiv,35-59,34.9
2022-01-04,2022-01-04,B,mean/daily_detections_35-2,37.3,22682,Testpositiv,35-59,39.3
2022-01-05,2022-01-05,B,mean/daily_detections_35-2,45.7,22683,Testpositiv,35-59,46.3571428571429
2022-01-06,2022-01-06,B,mean/daily_detections_35-2,50.8,22684,Testpositiv,35-59,53.4428571428571
2022-01-07,2022-01-07,B,mean/daily_detections_35-2,52.7,22685,Testpositiv,35-59,61.0571428571429
2022-01-08,2022-01-08,B,mean/daily_detections_35-2,75.5,22686,Testpositiv,35-59,71.2857142857143
2022-01-09,2022-01-09,B,mean/daily_detections_35-2,79.4,22687,Testpositiv,35-59,81.8714285714286
2022-01-10,2022-01-10,B,mean/daily_detections_35-2,86,22688,Testpositiv,35-59,94.8285714285714
2022-01-11,2022-01-11,B,mean/daily_detections_35-2,108.9,22689,Testpositiv,35-59,110.3
2022-01-12,2022-01-12,B,mean/daily_detections_35-2,119.8,22690,Testpositiv,35-59,128.571428571429
2022-01-13,2022-01-13,B,mean/daily_detections_35-2,141.5,22691,Testpositiv,35-59,149.314285714286
2022-01-14,2022-01-14,B,mean/daily_detections_35-2,161,22692,Testpositiv,35-59,172.742857142857
2022-01-15,2022-01-15,B,mean/daily_detections_35-2,203.4,22693,Testpositiv,35-59,200.357142857143
2022-01-16,2022-01-16,B,mean/daily_detections_35-2,224.6,22694,Testpositiv,35-59,233.585714285714
2022-01-17,2022-01-17,B,mean/daily_detections_35-2,250,22695,Testpositiv,35-59,268.914285714286
2022-01-18,2022-01-18,B,mean/daily_detections_35-2,302.2,22696,Testpositiv,35-59,306.357142857143
2022-01-19,2022-01-19,B,mean/daily_detections_35-2,352.4,22697,Testpositiv,35-59,358.928571428571
2022-01-20,2022-01-20,B,mean/daily_detections_35-2,388.8,22698,Testpositiv,35-59,412.485714285714
2022-01-21,2022-01-21,B,mean/daily_detections_35-2,423.1,22699,Testpositiv,35-59,471.442857142857
2022-01-22,2022-01-22,B,mean/daily_detections_35-2,571.4,22700,Testpositiv,35-59,541.142857142857
2022-01-23,2022-01-23,B,mean/daily_detections_35-2,599.5,22701,Testpositiv,35-59,625.242857142857
